COLONY,GAMMARK,TREATMENT,STATUS,Interval,Deadgams,REVERTGAM,NEWGAM,headwidth_mm,headwidth2,PHOTOYO,PHOTO_MATED,PHOTO_YB,TotalPupae,InitPupae,finallarvae,finaleggs,cricket,LATSAMPLE_60%,GAMSAMPLE,COLSIZESAMPLE,DSAMPLED,SPME,Method of GC/MS analysis for sample (not standard),,C23 RT,C24 RT,C25 RT,C26 RT,C27 RT,C28 RT,C29 RT,C30 RT,C31 RT,C32 RT,C33 RT,C34 RT,C35 RT,C36 RT,C37 RT,C38 RT,AlkStandard File?,"C23_ALKANE_RT (alkanes: base ions 57, 71, 85 and 99, M+, 324)",C23AREA,"C25_ALKANE_RT(alkanes: base ions 57, 71, 85 and 99, M+, 352)",C25AREA,"C27_ALKANE_RT(alkanes: base ions 57, 71, 85 and 99, M+, 380)",C27AREA,"C29ALKENE_RT (alkenes: base ions 57, 69, 83, 97, M+:406)",C29ALKENEAREA_A,C29ALKENEAREA_B,C29ALKENEAREA_TOT,"C29alkane_RT(alkanes: base ions 57, 71, 85 and 99, M+, 408)",C29AREA,"ME29_RT (mono-methylalkanes, alkanes base ions(99) and 197 and 253 for bond at C13, 225 for bond at C15 , m+, 422, but appears as M-15 of 407)",MEC29AREA,"C31alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 434)",C31ALKENEAREA_A,C31ALKENEAREA_B,C31ALKENEAREA_TOT,"ME31_RT (alk base ion, 99, plus for C13 bond, 197, 281, for C13, 225, 253, M+=450, but M-15 appears of 435)",ME31AREA,"C33Alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 462)",C33ALKENEAREA_A,C33ALKENEAREA_B,C33ALKENEAREA_TOT,"Me33_RT(alk base ion 99, c11 bond, 169, 337; c13, 197, 309; c15, 225, 281; c17, 253,plus M+= 478, but appears as M-15 of 463)",ME33AREA,"DimeC33_RT (alk base ions 99, plus, c7: 113, 407 and 281, 239 or 253,267; c11, 169, 197, 253,351;    c13, 323, 197 and 253,267 OR 225 and 295  , M+= 492, but appears as M-15 of 477)",DIMEC33AREA,"c35alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 490)",C35ALKENEAREA_A,C35ALKENEAREA_B,C35ALKENE_AREA_TOT,"mec35_RT (alk base 99, c13, 197, 337; c15, 225, 309; c17, 253, 281; M+=506, but appear as M-15 of 491)",MEC35AREA,"dimec35_RT (alk base ion 99, c7: 113,435, plus 239, 309 or 253, 295; c13, 197,351, plus 281, 267 or 225,323 or 197, 351  M+=520, but appears as M-15 of 505)",DIMEC35AREA,"RT of 13,23DimeC37 (base ions alkane (99), plus 197, 379, 225,351, M+=548, but M-15 appears of 533 )",1323Dimec37AREA,TOTALAREA,Index notes
51 A/2(+)(99B),white-blue-white,INCRPROP,GAMERGATE,Twelve,,,,,,,,,47.00,13.00,,,,13.00,8.00,12.00,NONE,3/10/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,approx 12.5,0.00,14.884,1872499.00,17.434,8174035.00,19.548;19.624,3825701.00,987539.00,4813240.00,19.966,12295538.00,20.374,23471510.00,22.044;22.106,23150544.00,8774959.00,31925503.00,22.807,44133991.00,24.418;24.475,33958255.00,11145200,45103455.00,25.106,26192076.00,25.473,45949960.00,26.640;26.702,6555038.00,7585080.00,14140118.00,27.28,12493197.00,27.609,38000269.00,29.623,7206639.00,400402983.00,"high threshold, c23alkane"
S1B1/2(77B),green-blue-green,SAMEPROP,GAMERGATE,Twelve,,,,2.70,2.70,5.00,1.00,1.00,81.00,28.00,,,,13.00,2.00,23.00,3/10/20,3/10/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,14.904,289404.00,17.445,1601815.00,19.562,554695.00,0.00,554695.00,19.97,4166900.00,20.38,11741189.00,22.043;22.107,7267260.00,2450130.00,9717390.00,22.815,30669355.00,24.419;24.475,19358392.00,4589805,23948197.00,25.116,25263525.00,25.476,31628326.00,26.651;26.714,5961980.00,4150104.00,10112084.00,27.294,13137808.00,27.616,27462269.00,29.634,7085004.00,275873087.00,indirect inference:c25
S1B1/2(77B),blue-green-white,SAMEPROP,GAMERGATE,Twelve,,,,2.95,2.95,3.00,0.00,1.00,81.00,28.00,,,,13.00,2.00,23.00,3/10/20,3/10/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,undetectable,0.00,17.423,1051270.00,undetectable,0.00,,0.00,19.95,4349317.00,20.347,4932730.00,22.013;22.083,2525848.00,1038163.00,3564011.00,22.786,23376145.00,24.39;24.455,13590338.00,4719210,18309548.00,25.093,24034416.00,25.454,25282907.00,26.633;26.698,6030115.00,5481154.00,11511269.00,27.279,15513871.00,27.595,23875209.00,29.632,5445992.00,196566371.00,
F48,green-pink-green,SAMEPROP,GAMERGATE,Twelve,,,,2.81,2.81,7.00,1.00,1.00,64.00,22.00,,,,13.00,1.00,5.00,3/11/20,3/11/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,12.42,1171859.00,14.88,10902957.00,17.442,23119757.00,19.551;19.618,11882785.00,3212857.00,15095642.00,19.963,17355546.00,20.39,50908290.00,22.065;22.125,58503549.00,20098490.00,78602039.00,22.852,132768358.00,24.445;24.498,80832360.00,23935404,104767764.00,25.124,60928982.00,25.484,62828358.00,26.652;26.716,15791428.00,16735257.00,32526685.00,27.28,23319999.00,27.61,44804033.00,29.625,14955006.00,829810994.00,
F21/1A,white-yellow-white,INCRPROP,GAMERGATE,Twelve,1.00,,,2.49,2.49,4.00,1.00,1.00,33.00,16.00,,,,13.00,4.00,6.00,3/11/20,3/11/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,14.871,845679.00,17.418,2843922.00,19.535,815963.00,0.00,815963.00,19.94,2170855.00,20.345,5621493.00,22.012;22.079,4041342.00,2099120.00,6140462.00,22.766,9857945.00,24.378;24.443,5455868.00,2531429,7987297.00,25.072,6088802.00,25.432,11175637.00,26.616;26.683,1306308.00,1799477.00,3105785.00,27.256,3107637.00,27.567,5552649.00,29.611,2274581.00,91013119.00,
F21/1A,green,INCRPROP,GAMERGATE,Twelve,1.00,,,2.60,2.60,3.00,1.00,1.00,33.00,16.00,,,,13.00,4.00,6.00,3/11/20,3/11/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,14.9,311314.00,17.437,1060107.00,19.551,752444.00,0.00,752444.00,19.955,956148.00,20.36,6022935.00,22.025;22.095,4908750.00,1831764.00,6740514.00,22.785,13572286.00,24.396;24.459,9947625.00,3272483,13220108.00,25.085,10102678.00,25.446,12326447.00,26.633;26.695,2731761.00,2839659.00,5571420.00,27.269,4905212.00,27.588,11205633.00,29.619,3272394.00,131356477.00,
F21/1A,orange-blue-orange,INCRPROP,GAMERGATE,Twelve,1.00,,,2.48,2.48,2.00,0.00,1.00,33.00,16.00,,,,13.00,4.00,6.00,3/11/20,3/11/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,12.444,477439.00,14.896,4189834.00,17.446,5133307.00,19.568;19.634,8113948.00,1804335.00,9918283.00,19.965,2787670.00,20.377,13772610.00,22.047;22.111,15838329.00,6199029.00,22037358.00,22.797,19026102.00,24.415;24.473,17043081.00,5925636,22968717.00,25.093,9680876.00,25.459,18972367.00,26.644;26.705,3947625.00,4001064.00,7948689.00,27.272,3988858.00,27.589,9990232.00,29.626,3763417.00,244234812.00,
F21/1A,yellow-blue-yellow,INCRPROP,GAMERGATE,Twelve,1.00,,,,,,,,33.00,16.00,,,,13.00,4.00,6.00,NONE,3/11/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,approx 12.5,0.00,14.871,1437408.00,17.418,4095944.00,19.537;19.608,3431009.00,735757.00,4166766.00,19.942,3063192.00,20.352,13037897.00,22.021;22.085,12299291.00,4611472.00,16910763.00,22.779,24900738.00,24.388;24.448,15782354.00,5008401,20790755.00,25.075,12595165.00,25.442,21726822.00,26.620;26.684,2858219.00,3186992.00,6045211.00,27.254,4912010.00,27.577,12795516.00,29.608,2441055.00,197211070.00,"high threshold, c23alkane"
F20/1,pink,SAMEPROP,GAMERGATE,Twelve,,,1.00,2.88,2.88,5.00,1.00,1.00,37.00,15.00,,,,14.00,1.00,15.00,4/15/20,4/14/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.22,17.50,18.72,20.03,21.27,22.49,23.66,24.82,25.95,27.04,28.10,29.13,30.17,200414_ALKSTDS_C20_C39_PENTANE_#2,undetectable,0.00,undetectable,0.00,17.447,781210.00,19.561,599163.00,0.00,599163.00,19.966,1066868.00,20.372,3290095.00,22.042;22.108,3640922.00,2438170.00,6079092.00,22.798,9854511.00,24.412;24.475,6941740.00,3999903,10941643.00,25.094,5859235.00,25.469,14803505.00,26.642;26.711,1890858.00,3037656.00,4928514.00,27.273,1808066.00,27.6,10898960.00,29.634,3591818.00,110270446.00,in the gynes folder  on liebig lab computer
F44,orange-blu(-/slv),INCRPROP,GAMERGATE,Twelve,1.00,,,2.74,2.74,6.00,1.00,1.00,39.00,1.00,,,,14.00,7.00,13.00,4/15/20,4/14/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.22,17.50,18.72,20.03,21.27,22.49,23.66,24.82,25.95,27.04,28.10,29.13,30.17,200414_ALKSTDS_C20_C39_PENTANE_#2,undetectable,0.00,undetectable,0.00,undetectable,0.00,approx. 19.5,0.00,,0.00,19.941,328284.00,20.343,2167036.00,22.009;22.077,1589721.00,512589.00,2102310.00,22.769,7031577.00,24.379;24.443,3940921.00,1119971,5060892.00,25.068,3954453.00,25.43,5328582.00,26.62;26.684,779587.00,691505.00,1471092.00,27.255,1567336.00,27.57,3500227.00,29.621,1946455.00,41212021.00,high threshold:c29alkene; indirect inference: c29alkane
F44,blu(-/blu),INCRPROP,GAMERGATE,Twelve,1.00,,,2.88,2.88,7.00,0.00,1.00,39.00,1.00,,,,14.00,7.00,13.00,4/15/20,4/14/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.22,17.50,18.72,20.03,21.27,22.49,23.66,24.82,25.95,27.04,28.10,29.13,30.17,200414_ALKSTDS_C20_C39_PENTANE_#2,undetectable,0.00,undetectable,0.00,17.427,314035.00,undetectable,0.00,,0.00,19.945,740712.00,20.345,693237.00,22.077,199888.00,0.00,199888.00,22.766,5032287.00,24.372;24.442,1656867.00,824531,2481398.00,25.067,4585021.00,25.429,4565135.00,26.618;26.685,640008.00,960086.00,1600094.00,27.255,2287175.00,27.571,4234927.00,29.619,2397905.00,47596311.00,indirect inference: c27 alkane
F44,green(-/lem),INCRPROP,GAMERGATE,Twelve,1.00,,,,,,,,39.00,1.00,,,,14.00,7.00,13.00,NONE,4/14/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.22,17.50,18.72,20.03,21.27,22.49,23.66,24.82,25.95,27.04,28.10,29.13,30.17,200414_ALKSTDS_C20_C39_PENTANE_#2,undetectable,0.00,approx 14.9,0.00,approx. 17.5,0.00,approx. 19.5,0.00,,0.00,19.938,287109.00,20.34,1849103.00,22.005;22.080,799815.00,391592.00,1191407.00,22.76,4659914.00,24.372;24.437,1318438.00,744279,2062717.00,25.062,1804143.00,25.428,3560151.00,approx.26.6,,0.00,0.00,27.292,522584.00,27.625,1641526.00,na,0.00,17931393.00,"high threshold, c25alkane, c27alkane, c29alkene, c35alkene, 1323dimec37; indirect inference c29alkane, dimec35"
F44,blue-yellow-blue,INCRPROP,unclear,Twelve,1.00,,,2.91,2.91,3.00,1.00,0.00,39.00,1.00,,,,14.00,7.00,13.00,4/15/20,4/14/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.22,17.50,18.72,20.03,21.27,22.49,23.66,24.82,25.95,27.04,28.10,29.13,30.17,200414_ALKSTDS_C20_C39_PENTANE_#2,approx 12.5,0.00,14.869,924193.00,17.412,1472648.00,19.537;19.604,2935343.00,573159.00,3508502.00,19.936,1007274.00,20.357,11679721.00,22.018;22.083,6812975.00,3678071.00,10491046.00,22.788,22120903.00,24.388;24.448,8821943.00,4402304,13224247.00,25.074,9354500.00,25.443,16017476.00,26.617;26.683,1290353.00,1569082.00,2859435.00,27.253,2697217.00,27.575,8025894.00,29.609,2369913.00,139972014.00,"high threshold, c23alkane, 12.105=c23alkEne"
F44,white (-/lem),INCRPROP,GAMERGATE,Twelve,1.00,,,,,,,,39.00,1.00,,,,14.00,7.00,13.00,NONE,4/14/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.22,17.50,18.72,20.03,21.27,22.49,23.66,24.82,25.95,27.04,28.10,29.13,30.17,200414_ALKSTDS_C20_C39_PENTANE_#2,undetected,0.00,14.874,408126.00,17.415,1598319.00,19.535;19.607,1975625.00,574958.00,2550583.00,19.943,3081537.00,20.366,15924257.00,22.032;22.092,13353300.00,5523163.00,18876463.00,22.82,52794757.00,24.416;24.469,27260103.00,9028649,36288752.00,25.1,25516035.00,25.477,40684306.00,26.632;26.696,4988677.00,5468604.00,10457281.00,27.27,9997869.00,27.599,22304852.00,29.636,16911537.00,399969601.00,
F44,pink,INCRPROP,GAMERGATE,Twelve,1.00,,,,,,,,39.00,1.00,,,,14.00,7.00,13.00,NONE,4/14/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.22,17.50,18.72,20.03,21.27,22.49,23.66,24.82,25.95,27.04,28.10,29.13,30.17,200414_ALKSTDS_C20_C39_PENTANE_#2,undetected,0.00,14.873,355481.00,17.411,960481.00,19.53,615793.00,0.00,615793.00,19.933,1207560.00,20.339,4469232.00,22.088;22.075,4013035.00,1730129.00,5743164.00,22.774,13862188.00,24.384;24.442,9572857.00,3450161,13023018.00,25.068,8161238.00,25.43,9287702.00,26.616;26.679,1734611.00,1844519.00,3579130.00,27.25,2645444.00,27.57,6081055.00,29.607,2291996.00,94034662.00,
F44,green-yellow(-/olv),INCRPROP,GAMERGATE,Twelve,1.00,,,,,,,,39.00,1.00,,,,14.00,7.00,13.00,NONE,4/14/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.22,17.50,18.72,20.03,21.27,22.49,23.66,24.82,25.95,27.04,28.10,29.13,30.17,200414_ALKSTDS_C20_C39_PENTANE_#2,undetected,0.00,approx 14.9,0.00,17.412,971951.00,19.53,222589.00,0.00,222589.00,19.939,3288378.00,20.341,4263761.00,22.010;22.077,4062680.00,2134003.00,6196683.00,22.783,19342296.00,24.389;24.45,11853874.00,4646112,16499986.00,25.078,12988475.00,25.445,17486336.00,26.618;26.685,2377138.00,2775306.00,5152444.00,27.258,5489809.00,27.577,9799094.00,29.615,7112452.00,150681431.00,"high threshold, c25 alkane"
F44,yellow-blue-yellow,INCRPROP,GAMERGATE,Twelve,1.00,,,,,,,,39.00,1.00,,,,14.00,7.00,13.00,NONE,4/14/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.22,17.50,18.72,20.03,21.27,22.49,23.66,24.82,25.95,27.04,28.10,29.13,30.17,200414_ALKSTDS_C20_C39_PENTANE_#2,approx 12.5,0.00,14.868,901799.00,17.414,2361188.00,19.531;19.602,2013405.00,503028.00,2516433.00,19.937,2900961.00,20.354,12604023.00,22.020;22.083,8625264.00,3416699.00,12041963.00,22.81,46162297.00,"24.403,24.463",21248094.00,8773029,30021123.00,25.098,26038766.00,25.459,26856067.00,26.63;26.696,5023128.00,6206521.00,11229649.00,27.268,9436107.00,27.591,19462759.00,29.622,5546975.00,306508365.00,"high threshold, c23 alkane"
T3A2(66),orange,SAMEPROP,GAMERGATE,Twelve,,,,2.47,2.47,6.00,1.00,1.00,51.00,2.00,,,,13.00,1.00,11.00,4/29/20,4/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.26,17.54,18.82,20.08,21.32,22.54,23.70,24.86,25.99,27.09,28.15,29.18,30.23,200425_C20_C39_ALKSTDS_PENTANE,undetectable,0.00,undetectable,0.00,undetectable,0.00,undetectable,0.00,,0.00,19.964,556966.00,20.358,484501.00,22.026,583892.00,0.00,583892.00,22.774,2252013.00,24.392;24.457,2850487.00,832832,3683319.00,25.081,2755061.00,25.438,2281734.00,26.634;26.701,1444003.00,995006.00,2439009.00,27.268,1470161.00,27.589,4505370.00,29.669,855116.00,25447408.00,
SAFC 12,yellow-white-yellow,INCRPROP,GAMERGATE,Twelve,,,,2.70,2.70,4.00,1.00,1.00,54.00,0.00,,,,13.00,9.00,15.00,4/29/20,4/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.26,17.54,18.82,20.08,21.32,22.54,23.70,24.86,25.99,27.09,28.15,29.18,30.23,200425_C20_C39_ALKSTDS_PENTANE,12.43,196265.00,14.867,1606575.00,17.417,4106909.00,19.536;19.606,3167861.00,1139301.00,4307162.00,19.947,5232596.00,20.361,15340700.00,22.039;22.106,18703046.00,12085826.00,30788872.00,22.809,39428949.00,24.426;24.482,34028475.00,13802368,47830843.00,25.095,19228239.00,25.475,40436936.00,26.637;26.706,6188583.00,8153269.00,14341852.00,27.265,6655113.00,27.601,23955982.00,29.638,17074508.00,370940056.00,indirect inference: c23 alkane
SAFC 12,yellow-green-yellow,INCRPROP,GAMERGATE,Twelve,,,,2.92,2.92,4.00,1.00,1.00,54.00,0.00,,,,13.00,9.00,15.00,4/29/20,4/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.26,17.54,18.82,20.08,21.32,22.54,23.70,24.86,25.99,27.09,28.15,29.18,30.23,200425_C20_C39_ALKSTDS_PENTANE,undetectable,0.00,14.881,310163.00,17.42,1487677.00,19.535,801054.00,0.00,801054.00,19.944,2605347.00,20.347,5229293.00,22.019;22.088,5695229.00,3583381.00,9278610.00,22.782,14691768.00,24.392;24.454,10128879.00,5073639,15202518.00,25.07,7236211.00,25.435,10171697.00,26.626;26.688,2255521.00,3481316.00,5736837.00,27.256,2448103.00,27.582,9298954.00,29.612,2338142.00,123733028.00,
SAFC 12,yellow-pink-yellow,INCRPROP,GAMERGATE,Twelve,,,,,,3.00,1.00,1.00,54.00,0.00,,,,13.00,9.00,15.00,NONE,4/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.26,17.54,18.82,20.08,21.32,22.54,23.70,24.86,25.99,27.09,28.15,29.18,30.23,200425_C20_C39_ALKSTDS_PENTANE,undetectable,0.00,approx 14.9,0.00,17.416,455877.00,approx. 19.5,0.00,,0.00,19.933,881541.00,20.336,1589731.00,22.000;22.071,1495206.00,1085165.00,2580371.00,22.754,3936553.00,"24.369,24.437",2098712.00,1403607,3502319.00,25.053,1609742.00,25.422,4468139.00,26.618;26.690,369504.00,792641.00,1162145.00,27.268,341966.00,27.601,1825167.00,UNDETECTABLE,0.00,24323220.00,"high threshold c25alkane, c29alkene; indirect inference mec35"
SAFC 12,white-yellow-white,INCRPROP,GAMERGATE,Twelve,,,,,,4.00,0.00,1.00,54.00,0.00,,,,13.00,9.00,15.00,NONE,4/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.26,17.54,18.82,20.08,21.32,22.54,23.70,24.86,25.99,27.09,28.15,29.18,30.23,200425_C20_C39_ALKSTDS_PENTANE,undetectable,0.00,14.875,406403.00,17.417,1848404.00,19.534;19.606,1003145.00,390537.00,1393682.00,19.941,2334552.00,20.349,5933659.00,22.022;22.092,6723503.00,5161213.00,11884716.00,22.789,19090247.00,24.400;24.461,13186804.00,7308959,20495763.00,25.077,9201019.00,25.45,17126622.00,26.624;26.693,2376551.00,3968792.00,6345343.00,27.256,2817588.00,27.581,11111862.00,29.619,5904757.00,160095740.00,
SAFC 12,green-yellow-magenta,INCRPROP,GAMERGATE,Twelve,,,,2.94,2.94,6.00,1.00,1.00,54.00,0.00,,,,13.00,9.00,15.00,4/29/20,4/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.26,17.54,18.82,20.08,21.32,22.54,23.70,24.86,25.99,27.09,28.15,29.18,30.23,200425_C20_C39_ALKSTDS_PENTANE,undetectable,0.00,14.871,570468.00,17.415,1989395.00,19.535;19.604,1969149.00,659950.00,2629099.00,19.941,2892048.00,20.354,9711277.00,22.028;22.097,11913199.00,7329044.00,19242243.00,22.795,23963888.00,24.407;24.466,19115657.00,8351551,27467208.00,25.079,10560308.00,25.456,21595225.00,26.626;26.69,2919211.00,4103711.00,7022922.00,27.256,4069581.00,27.584,13620528.00,29.619,7449175.00,224896695.00,
SAFC 12,green-yellow-green,INCRPROP,GAMERGATE,Twelve,,,,,,4.00,0.00,1.00,54.00,0.00,,,,13.00,9.00,15.00,NONE,4/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.26,17.54,18.82,20.08,21.32,22.54,23.70,24.86,25.99,27.09,28.15,29.18,30.23,200425_C20_C39_ALKSTDS_PENTANE,undetectable,0.00,14.867,653603.00,17.413,3052640.00,19.529;19.601,1861382.00,593738.00,2455120.00,19.941,4899147.00,20.344,7116088.00,22.022;22.092,11394770.00,7153014.00,18547784.00,22.793,26231646.00,24.406;24.467,21846787.00,10930214,32777001.00,25.081,13378510.00,25.45,23018574.00,26.630;26.701,4595943.00,8420386.00,13016329.00,27.253,3766706.00,27.584,15681672.00,29.617,7337233.00,207117137.00,
SAFC 12,yellow-blue-yellow,INCRPROP,GAMERGATE,Twelve,,,,,,,,,54.00,0.00,,,,13.00,9.00,15.00,NONE,4/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.26,17.54,18.82,20.08,21.32,22.54,23.70,24.86,25.99,27.09,28.15,29.18,30.23,200425_C20_C39_ALKSTDS_PENTANE,undetectable,0.00,14.868,602643.00,17.411,2193651.00,19.530;19.599,1821967.00,747802.00,2569769.00,19.937,2773154.00,20.351,10271893.00,22.022;22.093,11000703.00,7871121.00,18871824.00,22.79,24674677.00,24.394;24.457,15069105.00,7154135,22223240.00,25.072,9540860.00,25.44,14983983.00,26.617;26.685,2298384.00,3355914.00,5654298.00,27.25,2719590.00,27.572,7508800.00,29.61,5115149.00,178525130.00,
SAFC 12,pink-yellow-pink,INCRPROP,GAMERGATE,Twelve,,,,,,,,,54.00,0.00,,,,13.00,9.00,15.00,NONE,4/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.26,17.54,18.82,20.08,21.32,22.54,23.70,24.86,25.99,27.09,28.15,29.18,30.23,200425_C20_C39_ALKSTDS_PENTANE,undetectable,0.00,14.873,262414.00,17.41,1327474.00,19.528;19.599,1007491.00,375867.00,1383358.00,19.935,2014850.00,20.339,4474724.00,22.013;22.080,6764236.00,4395513.00,11159749.00,22.771,13317889.00,24.385;24.449,11034529.00,5046415,16080944.00,25.06,5652120.00,25.425,7239955.00,26.617;26.681,1846833.00,2907950.00,4754783.00,27.245,1492992.00,27.56,4697685.00,29.605,3850087.00,102430372.00,"indirect inference, c25alkane"
SAFC 12,blue-yellow-blue,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,54.00,0.00,,,,13.00,9.00,15.00,NONE,4/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.26,17.54,18.82,20.08,21.32,22.54,23.70,24.86,25.99,27.09,28.15,29.18,30.23,200425_C20_C39_ALKSTDS_PENTANE,undetectable,0.00,approx 14.9,0.00,17.414,851237.00,19.528,418610.00,0.00,418610.00,19.936,1841850.00,20.338,2984309.00,22.010;22.080,4206493.00,2951027.00,7157520.00,22.77,11764569.00,24.388;24.453,9809136.00,5739048,15548184.00,25.069,6618949.00,25.433,10556813.00,26.622;26.688,2469468.00,4619880.00,7089348.00,27.249,2406865.00,27.57,7874849.00,29.613,6813468.00,116017908.00,high threshold for c25 alkane
F48A,BGB,INCRPROP,GAMERGATE,Twelve,,,,,,4.00,0.00,1.00,63.00,15.00,,,,15.00,8.00,14.00,8/27/20,8/26/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,UNDETECTABLE,0.00,17.41,657184.00,19.528,363174.00,,363174.00,19.933,1887636.00,20.339,4390005.00,"22.011, 22.074",4911678.00,2182789.00,7094467.00,22.779,16302470.00,"24.378, 24.443",7134225.00,2805529,9939754.00,25.065,6280581.00,25.43,10194670.00,"26.610, 26.677",1136287.00,1175699.00,2311986.00,27.25,2768568.00,27.572,7379999.00,29.695--INDIRECT,1094064.00,78354703.00,1323DIMEC37 INDIRECT
F48A,BGP,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,63.00,15.00,,,,15.00,8.00,14.00,8/27/20,8/26/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,UNDETECTABLE,0.00,17.433--INDIRECT,305594.00,UNDETECTABLE,0.00,,0.00,19.954,1595529.00,20.353,1350484.00,"22.021, 22.088",1855318.00,620627.00,2475945.00,22.777,6448468.00,"24.389, 24.452",4807042.00,1583304,6390346.00,25.077,5247598.00,25.442,8511413.00,"26.642, 26.691",1313663.00,1119361.00,2433024.00,27.265,2783004.00,27.586,7377686.00,29.713,1099276.00,51008840.00,"C27 ALKANE, INDIRECT"
F48A,GPB,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,63.00,15.00,,,,15.00,8.00,14.00,8/27/20,8/26/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,UNDETECTABLE,0.00,17.436,1340805.00,19.55,387164.00,,387164.00,19.965,4400290.00,20.365,5211472.00,"22.035, 22.1",5710907.00,2895921.00,8606828.00,22.809,20819783.00,"24.410, 24.470",11858126.00,5180650,17038776.00,25.093,10957561.00,25.461,17472525.00,"26.637, 26.702",2766710.00,3502520.00,6269230.00,27.27,4592910.00,27.594,12958869.00,29.652,2927570.00,128015748.00,
